,tmp,count,TF,batch
1125,ZNF25_0,51,ZNF25,0
1126,HOXC11_0,51,HOXC11,0
1127,ZNF682_0,51,ZNF682,0
1128,ZNF546_1,51,ZNF546,1
1129,NKX2-8_0,51,NKX2-8,0
1130,WIZ_0,50,WIZ,0
1131,ZNF367_0,50,ZNF367,0
1132,JUP_0,50,JUP,0
1133,ALX4_0,50,ALX4,0
1134,CRTC3_0,49,CRTC3,0
1135,ZIC5_0,49,ZIC5,0
1136,NEUROD4_0,49,NEUROD4,0
1137,ZNF276_0,49,ZNF276,0
1138,TFE3_0,49,TFE3,0
1139,SUZ12_1,49,SUZ12,1
1140,GLI4_0,49,GLI4,0
1141,ZNF391_0,49,ZNF391,0
1142,RAX_0,49,RAX,0
1143,ZNF256_0,48,ZNF256,0
1144,ZNF408_0,48,ZNF408,0
1145,SUPT5H_1,48,SUPT5H,1
1146,PRDM12_0,48,PRDM12,0
1147,ZFP57_0,48,ZFP57,0
1148,ZNF157_0,48,ZNF157,0
1149,ZNF669_0,48,ZNF669,0
1150,CCNH_1,48,CCNH,1
1151,ZNF277_0,48,ZNF277,0
1152,STOX2_1,47,STOX2,1
1153,HOXA3_0,47,HOXA3,0
1154,ZFP36L1_0,47,ZFP36L1,0
1155,ZFP92_0,47,ZFP92,0
1156,THAP8_0,47,THAP8,0
1157,JARID2_1,46,JARID2,1
1158,ZNF324_0,46,ZNF324,0
1159,ZFP91_0,46,ZFP91,0
1160,MTF1_1,46,MTF1,1
1161,PLAG1_1,46,PLAG1,1
1162,ZNF311_1,46,ZNF311,1
1163,BARX1_0,46,BARX1,0
1164,EBF2_0,46,EBF2,0
1165,ZNF517_0,46,ZNF517,0
1166,ZNF551_1,46,ZNF551,1
1167,NKX2-6_0,45,NKX2-6,0
1168,GATA2_0,45,GATA2,0
1169,ZNF222_0,45,ZNF222,0
1170,PHOX2B_0,45,PHOX2B,0
1171,ZNF565_0,45,ZNF565,0
1172,ZNF785_0,45,ZNF785,0
1173,ILF3_1,45,ILF3,1
1174,SLC15A1_0,45,SLC15A1,0
1175,TBX18_0,45,TBX18,0
1176,ZNF681_1,45,ZNF681,1
1177,ZNF317_0,44,ZNF317,0
1178,REL_0,44,REL,0
1179,ZNF415_1,44,ZNF415,1
1180,ZNF705A_0,44,ZNF705A,0
1181,NFATC2_0,44,NFATC2,0
1182,ZNF568_1,44,ZNF568,1
1183,ZNF215_0,43,ZNF215,0
1184,NFRKB_1,43,NFRKB,1
1185,LRRFIP1_0,43,LRRFIP1,0
1186,ZNF460_0,43,ZNF460,0
1187,ZBTB20_0,43,ZBTB20,0
1188,CTCFL_1,43,CTCFL,1
1189,GBX1_0,42,GBX1,0
1190,TRIM22_0,42,TRIM22,0
1191,L3MBTL4_0,42,L3MBTL4,0
1192,DBX1_0,42,DBX1,0
1193,IRX4_0,42,IRX4,0
1194,ZNF300_1,42,ZNF300,1
1195,NEUROG3_0,42,NEUROG3,0
1196,ZNF205_0,42,ZNF205,0
1197,ELF2_1,42,ELF2,1
1198,MYRF_1,42,MYRF,1
1199,ZNF34_0,42,ZNF34,0
1200,ZNF304_0,42,ZNF304,0
1201,SCRT1_0,41,SCRT1,0
1202,THAP2_0,41,THAP2,0
1203,RPA1_0,41,RPA1,0
1204,HMGXB4_0,41,HMGXB4,0
1205,RORC_0,41,RORC,0
1206,SREBF1_1,41,SREBF1,1
1207,FOXD3_0,41,FOXD3,0
1208,VAV1_0,40,VAV1,0
1209,IRX2_0,40,IRX2,0
1210,ZBTB7B_0,40,ZBTB7B,0
1211,YY2_0,40,YY2,0
1212,ZNF501_0,40,ZNF501,0
1213,ZXDA_0,40,ZXDA,0
1214,TLE1_0,40,TLE1,0
1215,HAND2_0,40,HAND2,0
1216,TULP2_0,40,TULP2,0
1217,ZBTB26_0,40,ZBTB26,0
1218,POU5F1B_0,39,POU5F1B,0
1219,AIRE_0,39,AIRE,0
1220,BHLHE41_0,39,BHLHE41,0
1221,POU6F2_0,39,POU6F2,0
1222,SMAD5_0,39,SMAD5,0
1223,NR6A1_1,39,NR6A1,1
1224,ZNF175_1,39,ZNF175,1
1225,GTF2H2_0,39,GTF2H2,0
1226,SIX4_1,38,SIX4,1
1227,ZNF671_0,38,ZNF671,0
1228,ZNF630_0,38,ZNF630,0
1229,RFX4_0,38,RFX4,0
1230,GSX1_0,38,GSX1,0
1231,ZNF140_0,38,ZNF140,0
1232,SP140L_0,38,SP140L,0
1233,RFX2_0,38,RFX2,0
1234,SKIL_0,38,SKIL,0
1235,ZNF195_1,38,ZNF195,1
1236,XRCC5_0,38,XRCC5,0
1237,TOX_0,38,TOX,0
1238,ZBTB10_1,38,ZBTB10,1
1239,ZIC2_0,38,ZIC2,0
1240,PPP1R13L_1,37,PPP1R13L,1
1241,FIGLA_0,37,FIGLA,0
1242,ZNF423_1,37,ZNF423,1
1243,SALL4_1,37,SALL4,1
1244,FOXN4_0,37,FOXN4,0
1245,ZNF263_1,37,ZNF263,1
1246,ZNF597_0,37,ZNF597,0
1247,SOX5_1,37,SOX5,1
1248,ZNF461_0,37,ZNF461,0
1249,SOX6_1,37,SOX6,1
1250,BCL6_0,36,BCL6,0
1251,FOXD2_0,36,FOXD2,0
1252,NR3C1_0,36,NR3C1,0
1253,NFE2L3_0,36,NFE2L3,0
1254,KLF3_0,36,KLF3,0
1255,ZNF138_1,36,ZNF138,1
1256,TFAP2C_0,36,TFAP2C,0
1257,ZNF485_0,36,ZNF485,0
1258,ZNF70_0,36,ZNF70,0
1259,ZNF57_0,35,ZNF57,0
1260,ZNF512B_1,35,ZNF512B,1
1261,SATB2_1,35,SATB2,1
1262,MYNN_0,35,MYNN,0
1263,BARHL2_0,35,BARHL2,0
1264,ZNF484_1,35,ZNF484,1
1265,ANHX_0,35,ANHX,0
1266,BRPF1_1,35,BRPF1,1
1267,HAND1_0,35,HAND1,0
1268,EGR1_0,35,EGR1,0
1269,ZBTB14_1,35,ZBTB14,1
1270,SP4_1,35,SP4,1
1271,MESP1_0,35,MESP1,0
1272,ZNF529_0,35,ZNF529,0
1273,ZNF566_1,35,ZNF566,1
1274,TCF25_0,34,TCF25,0
1275,FOXQ1_0,34,FOXQ1,0
1276,CTCF_1,34,CTCF,1
1277,MLLT1_0,34,MLLT1,0
1278,ZNF701_0,34,ZNF701,0
1279,HDAC5_0,34,HDAC5,0
1280,ZNF846_1,34,ZNF846,1
1281,ZSCAN25_0,34,ZSCAN25,0
1282,MYOD1_0,34,MYOD1,0
1283,ZNF577_0,34,ZNF577,0
1284,NKX2-2_0,34,NKX2-2,0
1285,ATF4_0,34,ATF4,0
1286,VAV1_1,33,VAV1,1
1287,ZNF212_0,33,ZNF212,0
1288,TSC22D2_0,33,TSC22D2,0
1289,TRIM24_1,33,TRIM24,1
1290,ZNF132_1,33,ZNF132,1
1291,DLX2_0,33,DLX2,0
1292,TXK_0,33,TXK,0
1293,SNAPC1_0,33,SNAPC1,0
1294,ZNF213_0,33,ZNF213,0
1295,ZNF383_0,33,ZNF383,0
1296,ONECUT2_0,32,ONECUT2,0
1297,NPAS3_1,32,NPAS3,1
1298,VENTX_0,32,VENTX,0
1299,ZNF451_0,32,ZNF451,0
1300,OLIG2_0,32,OLIG2,0
1301,ZNF250_0,32,ZNF250,0
1302,ZNF85_1,32,ZNF85,1
1303,ZNF662_0,32,ZNF662,0
1304,FOXO1_0,32,FOXO1,0
1305,THRB_0,32,THRB,0
1306,ZNF30_1,32,ZNF30,1
1307,GTF2H1_0,32,GTF2H1,0
1308,EZH1_0,32,EZH1,0
1309,TRERF1_1,32,TRERF1,1
1310,LCOR_0,32,LCOR,0
1311,MLLT10_1,31,MLLT10,1
1312,ZNF713_0,31,ZNF713,0
1313,ZNF227_1,31,ZNF227,1
1314,GLIS3_0,31,GLIS3,0
1315,ZSCAN12_0,31,ZSCAN12,0
1316,ZNF746_1,31,ZNF746,1
1317,ZNF93_1,31,ZNF93,1
1318,TFAP2B_0,31,TFAP2B,0
1319,SOX1_0,31,SOX1,0
1320,ZNF239_0,31,ZNF239,0
1321,RAD21_0,31,RAD21,0
1322,ZNF274_0,31,ZNF274,0
1323,LZTR1_0,30,LZTR1,0
1324,THAP11_0,30,THAP11,0
1325,RORB_0,30,RORB,0
1326,MYB_1,30,MYB,1
1327,GATA1_0,30,GATA1,0
1328,ZNF131_0,30,ZNF131,0
1329,GATAD2A_0,30,GATAD2A,0
1330,HSF1_0,30,HSF1,0
1331,ZNF709_1,30,ZNF709,1
1332,INSM1_0,30,INSM1,0
1333,ZBTB39_0,30,ZBTB39,0
1334,ATOH1_0,30,ATOH1,0
1335,MLXIP_0,30,MLXIP,0
1336,DAXX_0,29,DAXX,0
1337,MESP2_0,29,MESP2,0
1338,TGIF2LX_0,29,TGIF2LX,0
1339,CCNT2_0,29,CCNT2,0
1340,SOX18_0,29,SOX18,0
1341,STAT1_0,29,STAT1,0
1342,ZNF202_0,29,ZNF202,0
1343,GZF1_1,29,GZF1,1
1344,NFKB1_1,29,NFKB1,1
1345,FOSL1_1,29,FOSL1,1
1346,FOXD1_0,29,FOXD1,0
1347,ELF1_0,29,ELF1,0
1348,ZNF816_1,28,ZNF816,1
1349,SMAD4_0,28,SMAD4,0
1350,ZNF829_0,28,ZNF829,0
1351,MYBBP1A_1,28,MYBBP1A,1
1352,POU4F2_0,28,POU4F2,0
1353,BRCA1_0,28,BRCA1,0
1354,ZNF71_0,28,ZNF71,0
1355,HES1_0,28,HES1,0
1356,HOXC13_0,28,HOXC13,0
1357,ZNF805_0,28,ZNF805,0
1358,NR2C2_0,28,NR2C2,0
1359,ZNF449_0,28,ZNF449,0
1360,NRF1_0,27,NRF1,0
1361,MYC_1,27,MYC,1
1362,TFAP4_0,27,TFAP4,0
1363,POU4F3_0,27,POU4F3,0
1364,ZNF285_0,27,ZNF285,0
1365,SIX5_0,27,SIX5,0
1366,TSHZ2_1,27,TSHZ2,1
1367,ZNF200_0,27,ZNF200,0
1368,HOXD11_0,27,HOXD11,0
1369,NPAS3_0,27,NPAS3,0
1370,ZIM2_0,27,ZIM2,0
1371,HMX3_0,27,HMX3,0
1372,ZNF835_0,26,ZNF835,0
1373,TP53BP2_1,26,TP53BP2,1
1374,SOX12_0,26,SOX12,0
1375,RBL2_1,26,RBL2,1
1376,ZNF200_1,26,ZNF200,1
1377,DLX6_0,26,DLX6,0
1378,ZNF322_0,26,ZNF322,0
1379,DMRTB1_0,26,DMRTB1,0
1380,ZNF689_0,26,ZNF689,0
1381,FOXK2_1,26,FOXK2,1
1382,ERCC3_0,26,ERCC3,0
1383,RUNX3_0,26,RUNX3,0
1384,FUBP1_0,26,FUBP1,0
1385,E2F8_1,26,E2F8,1
1386,ZNF880_1,26,ZNF880,1
1387,ZNF404_0,26,ZNF404,0
1388,GRHL2_1,26,GRHL2,1
1389,MBD1_1,26,MBD1,1
1390,ZNF528_1,26,ZNF528,1
1391,ZNF708_1,26,ZNF708,1
1392,KLF13_0,26,KLF13,0
1393,ZNF793_0,26,ZNF793,0
1394,AFF3_1,26,AFF3,1
1395,NEUROD1_0,26,NEUROD1,0
1396,SALL4_0,26,SALL4,0
1397,GATA5_0,26,GATA5,0
1398,ZNF677_1,26,ZNF677,1
1399,TBX21_0,26,TBX21,0
1400,ZNF75A_0,25,ZNF75A,0
1401,ZNF557_0,25,ZNF557,0
1402,PRDM5_0,25,PRDM5,0
1403,RUNX2_1,25,RUNX2,1
1404,NR2F1_0,25,NR2F1,0
1405,FEZF2_0,25,FEZF2,0
1406,ZGLP1_0,25,ZGLP1,0
1407,ZFP14_0,25,ZFP14,0
1408,PRDM14_0,25,PRDM14,0
1409,PRDM4_0,25,PRDM4,0
1410,CIITA_1,25,CIITA,1
1411,MBD2_1,25,MBD2,1
1412,POU3F3_0,25,POU3F3,0
1413,POU4F1_1,24,POU4F1,1
1414,HOXC12_1,24,HOXC12,1
1415,ZNF77_1,24,ZNF77,1
1416,FEV_0,24,FEV,0
1417,ZNF280B_0,24,ZNF280B,0
1418,ZNF530_0,24,ZNF530,0
1419,ZNF124_1,24,ZNF124,1
1420,IKZF1_1,24,IKZF1,1
1421,ZFP62_0,24,ZFP62,0
1422,NKX2-1_0,24,NKX2-1,0
1423,CRTC2_0,24,CRTC2,0
1424,PIAS4_0,24,PIAS4,0
1425,REXO1_0,24,REXO1,0
1426,ZNF286A_0,24,ZNF286A,0
1427,ZFP2_0,24,ZFP2,0
1428,RBMS1_0,23,RBMS1,0
1429,ZNF100_0,23,ZNF100,0
1430,FOXC2_1,23,FOXC2,1
1431,ZNF567_1,23,ZNF567,1
1432,ZNF660_0,23,ZNF660,0
1433,ZNF775_0,23,ZNF775,0
1434,ZFP30_0,23,ZFP30,0
1435,AKNA_0,23,AKNA,0
1436,SETDB2_0,23,SETDB2,0
1437,ZNF33A_0,23,ZNF33A,0
1438,CAMTA2_1,23,CAMTA2,1
1439,UNCX_1,23,UNCX,1
1440,ZNF544_1,23,ZNF544,1
1441,SKIL_1,23,SKIL,1
1442,ZNF23_1,23,ZNF23,1
1443,OVOL2_0,23,OVOL2,0
1444,ONECUT1_0,23,ONECUT1,0
1445,ZNF780B_1,23,ZNF780B,1
1446,ARID5B_1,23,ARID5B,1
1447,SSRP1_0,22,SSRP1,0
1448,ZNF561_0,22,ZNF561,0
1449,ZSCAN32_0,22,ZSCAN32,0
1450,ARNTL_1,22,ARNTL,1
1451,EN1_0,22,EN1,0
1452,PITX1_0,22,PITX1,0
1453,ZFY_1,22,ZFY,1
1454,FOXB2_0,22,FOXB2,0
1455,ZNF177_0,22,ZNF177,0
1456,BACH1_0,22,BACH1,0
1457,ZNF710_0,22,ZNF710,0
1458,ZNF286B_1,22,ZNF286B,1
1459,ZNF41_1,22,ZNF41,1
1460,HOXD9_1,21,HOXD9,1
1461,ZNF154_0,21,ZNF154,0
1462,LRRFIP1_1,21,LRRFIP1,1
1463,PRDM9_1,21,PRDM9,1
1464,SFPQ_0,21,SFPQ,0
1465,ONECUT3_0,21,ONECUT3,0
1466,ZNF17_0,21,ZNF17,0
1467,GSX2_0,21,GSX2,0
1468,ZNF418_0,21,ZNF418,0
1469,ZNF799_0,21,ZNF799,0
1470,ZNF879_1,21,ZNF879,1
1471,ZNF480_1,21,ZNF480,1
1472,TLX2_0,21,TLX2,0
1473,SIM1_0,21,SIM1,0
1474,ZNF280A_0,21,ZNF280A,0
1475,ZSCAN4_0,21,ZSCAN4,0
1476,ZNF420_1,21,ZNF420,1
1477,UHRF1_0,20,UHRF1,0
1478,STAT5B_0,20,STAT5B,0
1479,ZNF799_1,20,ZNF799,1
1480,GTF2IRD1_0,20,GTF2IRD1,0
1481,HOXD3_0,20,HOXD3,0
1482,ZSCAN9_0,20,ZSCAN9,0
1483,MAML1_1,20,MAML1,1
1484,ZNF607_0,20,ZNF607,0
1485,ZNF653_0,20,ZNF653,0
1486,ZNF670_0,20,ZNF670,0
1487,FOXF2_0,20,FOXF2,0
1488,EBF4_0,20,EBF4,0
1489,SNW1_0,20,SNW1,0
1490,SP1_1,20,SP1,1
1491,PRDM10_1,20,PRDM10,1
1492,ZNF7_1,20,ZNF7,1
1493,DNAJC2_0,19,DNAJC2,0
1494,ZBTB34_0,19,ZBTB34,0
1495,SNAPC3_0,19,SNAPC3,0
1496,ZNF623_0,19,ZNF623,0
1497,PAXBP1_1,19,PAXBP1,1
1498,FOXE3_0,19,FOXE3,0
1499,ZNF253_0,19,ZNF253,0
1500,ZNF431_1,19,ZNF431,1
1501,ZNF569_0,19,ZNF569,0
1502,ZNF169_0,19,ZNF169,0
1503,ZNF382_1,19,ZNF382,1
1504,SMARCC2_1,19,SMARCC2,1
1505,ZNF341_0,19,ZNF341,0
1506,ZNF223_0,19,ZNF223,0
1507,HOXB13_0,19,HOXB13,0
1508,ZNF235_1,19,ZNF235,1
1509,NKRF_0,19,NKRF,0
1510,KLF15_0,19,KLF15,0
1511,ZSCAN22_0,19,ZSCAN22,0
1512,ZNF131_1,19,ZNF131,1
1513,LIN9_0,19,LIN9,0
1514,ZNF585A_1,19,ZNF585A,1
1515,RBL1_0,19,RBL1,0
1516,ZBTB1_0,18,ZBTB1,0
1517,ZNF214_1,18,ZNF214,1
1518,ZNF554_1,18,ZNF554,1
1519,ZNF33A_1,18,ZNF33A,1
1520,EVX2_0,18,EVX2,0
1521,ZBTB6_0,18,ZBTB6,0
1522,E4F1_0,18,E4F1,0
1523,CEBPA_0,18,CEBPA,0
1524,ZSCAN2_1,18,ZSCAN2,1
1525,ZNF780A_1,18,ZNF780A,1
1526,ZBTB2_1,18,ZBTB2,1
1527,DEAF1_0,18,DEAF1,0
1528,VEZF1_1,18,VEZF1,1
1529,ZNF687_1,18,ZNF687,1
1530,BHMG1_0,18,BHMG1,0
1531,FOXE1_0,17,FOXE1,0
1532,ZNF345_0,17,ZNF345,0
1533,ZNF443_1,17,ZNF443,1
1534,ZNF571_0,17,ZNF571,0
1535,ETV6_0,17,ETV6,0
1536,ZNF726_1,17,ZNF726,1
1537,DMRT1_0,17,DMRT1,0
1538,ZNF674_0,17,ZNF674,0
1539,ZHX3_1,17,ZHX3,1
1540,ZNF23_0,17,ZNF23,0
1541,ZNF76_0,17,ZNF76,0
1542,ZNF12_1,17,ZNF12,1
1543,ZBTB7A_0,17,ZBTB7A,0
1544,GATAD2B_0,17,GATAD2B,0
1545,DNAJC2_1,17,DNAJC2,1
1546,ADAR_0,17,ADAR,0
1547,ZBTB7C_1,17,ZBTB7C,1
1548,ZNF43_1,17,ZNF43,1
1549,GATA4_1,17,GATA4,1
1550,ZNF841_0,17,ZNF841,0
1551,ZNF117_0,17,ZNF117,0
1552,GLIS2_1,17,GLIS2,1
1553,NKX1-1_1,17,NKX1-1,1
1554,FOXF1_0,16,FOXF1,0
1555,FOXR2_0,16,FOXR2,0
1556,ZBTB47_1,16,ZBTB47,1
1557,ZNF273_1,16,ZNF273,1
1558,ZNF837_0,16,ZNF837,0
1559,KAT2A_0,16,KAT2A,0
1560,ZNF143_0,16,ZNF143,0
1561,NFATC3_0,16,NFATC3,0
1562,ZNF675_1,16,ZNF675,1
1563,ASCL5_0,16,ASCL5,0
1564,ZNF267_1,16,ZNF267,1
1565,ZNF492_0,16,ZNF492,0
1566,BORCS8-MEF2B_0,16,BORCS8-MEF2B,0
1567,ZNF610_0,16,ZNF610,0
1568,ZNF765_0,16,ZNF765,0
1569,ZNF160_1,16,ZNF160,1
1570,MYOCD_0,16,MYOCD,0
1571,FOXA2_0,16,FOXA2,0
1572,VSX2_0,16,VSX2,0
1573,ZNF749_0,16,ZNF749,0
1574,ZNF107_0,16,ZNF107,0
1575,TP73_1,16,TP73,1
1576,KLF14_0,16,KLF14,0
1577,PRDM1_0,16,PRDM1,0
1578,GTF2I_1,16,GTF2I,1
1579,BRPF1_0,16,BRPF1,0
1580,ZNF774_0,16,ZNF774,0
1581,ZBTB10_0,16,ZBTB10,0
1582,CNOT3_0,16,CNOT3,0
1583,IKZF2_0,16,IKZF2,0
1584,ZNF229_1,16,ZNF229,1
1585,ZNF468_1,16,ZNF468,1
1586,ZFP36L2_0,15,ZFP36L2,0
1587,ZBED6_0,15,ZBED6,0
1588,GLI1_0,15,GLI1,0
1589,ZBTB21_0,15,ZBTB21,0
1590,ZFP37_1,15,ZFP37,1
1591,RHOXF1_0,15,RHOXF1,0
1592,AP2B1_0,15,AP2B1,0
1593,MSX1_0,15,MSX1,0
1594,SCX_1,15,SCX,1
1595,KDM5C_1,15,KDM5C,1
1596,ZNF568_0,15,ZNF568,0
1597,ZNF649_0,15,ZNF649,0
1598,ZNF43_0,15,ZNF43,0
1599,IRF1_0,15,IRF1,0
1600,CCNT1_1,15,CCNT1,1
1601,ARGFX_0,15,ARGFX,0
1602,ZNF320_0,15,ZNF320,0
1603,ZNF697_0,15,ZNF697,0
1604,ZFP28_1,15,ZFP28,1
1605,HIC1_1,15,HIC1,1
1606,ZNF141_0,15,ZNF141,0
1607,ZNF556_0,15,ZNF556,0
1608,NKX2-3_0,15,NKX2-3,0
1609,ZNF766_0,15,ZNF766,0
1610,BACH2_0,15,BACH2,0
1611,AFF2_1,15,AFF2,1
1612,SIX3_0,14,SIX3,0
1613,ZBTB33_0,14,ZBTB33,0
1614,ZNF33B_0,14,ZNF33B,0
1615,IKZF2_1,14,IKZF2,1
1616,JARID2_0,14,JARID2,0
1617,GMEB1_0,14,GMEB1,0
1618,NR3C2_0,14,NR3C2,0
1619,ZNF382_0,14,ZNF382,0
1620,FOXJ2_0,14,FOXJ2,0
1621,BNC1_1,14,BNC1,1
1622,ZNF486_1,14,ZNF486,1
1623,ZNF813_1,14,ZNF813,1
1624,BARHL1_0,14,BARHL1,0
1625,ZNF347_1,14,ZNF347,1
1626,KAT7_1,14,KAT7,1
1627,PLK4_0,14,PLK4,0
1628,SALL1_1,14,SALL1,1
1629,FOXI2_0,14,FOXI2,0
1630,HIC1_0,14,HIC1,0
1631,ZNF781_0,14,ZNF781,0
1632,ZNF574_0,14,ZNF574,0
1633,ZNF264_0,14,ZNF264,0
1634,ZNF98_0,14,ZNF98,0
1635,ZFAT_1,14,ZFAT,1
1636,ZNF496_0,14,ZNF496,0
1637,ZNF616_1,14,ZNF616,1
1638,SOX11_0,14,SOX11,0
1639,ZNF337_0,14,ZNF337,0
1640,ZIM3_0,13,ZIM3,0
1641,ZNF800_0,13,ZNF800,0
1642,TAF1B_0,13,TAF1B,0
1643,TAF5_0,13,TAF5,0
1644,PRDM5_1,13,PRDM5,1
1645,SP3_1,13,SP3,1
1646,ZNF30_0,13,ZNF30,0
1647,NKX2-4_0,13,NKX2-4,0
1648,ZSCAN30_1,13,ZSCAN30,1
1649,TFAP2D_0,13,TFAP2D,0
1650,ZNF611_0,13,ZNF611,0
1651,ZNF808_1,13,ZNF808,1
1652,ZNF852_0,13,ZNF852,0
1653,BCL11A_1,13,BCL11A,1
1654,ZKSCAN4_0,13,ZKSCAN4,0
1655,ZNF853_0,13,ZNF853,0
1656,ZNF224_1,13,ZNF224,1
1657,ZNF75D_0,13,ZNF75D,0
1658,ZNF732_1,13,ZNF732,1
1659,NFYC_1,13,NFYC,1
1660,ZNF184_0,13,ZNF184,0
1661,FLII_0,13,FLII,0
1662,ZNF582_0,13,ZNF582,0
1663,ZFY_0,13,ZFY,0
1664,SP100_1,12,SP100,1
1665,TERF2_0,12,TERF2,0
1666,ZNF667_0,12,ZNF667,0
1667,ZNF770_0,12,ZNF770,0
1668,ZNF625_0,12,ZNF625,0
1669,ZNF442_0,12,ZNF442,0
1670,IFI16_0,12,IFI16,0
1671,MYSM1_1,12,MYSM1,1
